Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,OTU,Total,Percent,Prevalence
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Blfdi19,g__norank_f__Blfdi19,s__unclassified_g__norank_f__Blfdi19,OTU2464,7,9.68708e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1425,12,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae,g__Pelosinus,s__uncultured_Pelosinus_sp.,OTU1794,69,0.0001,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Subgroup_5,o__norank_c__Subgroup_5,f__norank_c__Subgroup_5,g__norank_c__Subgroup_5,s__unclassified_g__norank_c__Subgroup_5,OTU1395,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank_c__Alphaproteobacteria,f__norank_c__Alphaproteobacteria,g__norank_c__Alphaproteobacteria,s__unclassified_g__norank_c__Alphaproteobacteria,OTU1659,101,0.00014,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__metagenome_g__SM1A02,OTU1694,32,4.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__uncultured_bacterium_g__Candidatus_Solibacter,OTU1533,98,0.00014,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1767,41,6.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Omnitrophicaeota,c__norank_p__Omnitrophicaeota,o__norank_p__Omnitrophicaeota,f__norank_p__Omnitrophicaeota,g__norank_p__Omnitrophicaeota,s__uncultured_beta_proteobacterium_g__norank_p__Omnitrophicaeota,OTU2063,3,4.15161e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ga0077536,f__norank_o__Ga0077536,g__norank_o__Ga0077536,s__uncultured_sulfur-oxidizing_symbiont_bacterium_g__norank_o__Ga0077536,OTU1351,4,5.53547e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__unclassified_f__Chitinophagaceae,s__unclassified_f__Chitinophagaceae,OTU1683,16,2.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__S15A-MN91,g__norank_f__S15A-MN91,s__uncultured_bacterium_g__norank_f__S15A-MN91,OTU2469,6,8.30321e-6,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Blfdi19,g__norank_f__Blfdi19,s__uncultured_Firmicutes_bacterium_g__norank_f__Blfdi19,OTU1436,17,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ga0077536,f__norank_o__Ga0077536,g__norank_o__Ga0077536,s__metagenome_g__norank_o__Ga0077536,OTU1805,14,2.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MBNT15,f__norank_o__MBNT15,g__norank_o__MBNT15,s__uncultured_bacterium_g__norank_o__MBNT15,OTU1426,50,7.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae,g__norank_f__Methyloligellaceae,s__metagenome_g__norank_f__Methyloligellaceae,OTU1240,335,0.00046,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__norank_o__Rokubacteriales,g__norank_o__Rokubacteriales,s__uncultured_bacterium_g__norank_o__Rokubacteriales,OTU1542,72,0.0001,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Chloroplast,f__norank_o__Chloroplast,g__norank_o__Chloroplast,s__Picea_smithiana,OTU1681,5,6.91934e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__unclassified_g__norank_f__Gemmataceae,OTU1814,31,4.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Gaiellales,f__norank_o__Gaiellales,g__norank_o__Gaiellales,s__unclassified_g__norank_o__Gaiellales,OTU1398,16,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinomycetospora,s__uncultured_bacterium_g__Actinomycetospora,OTU1704,4,5.53547e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__unidentified_marine_bacterioplankton_g__SM1A02,OTU1535,5,6.91934e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__OM190,o__norank_c__OM190,f__norank_c__OM190,g__norank_c__OM190,s__uncultured_soil_bacterium_g__norank_c__OM190,OTU1675,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,o__Chthonomonadales,f__norank_o__Chthonomonadales,g__norank_o__Chthonomonadales,s__uncultured_bacterium_g__norank_o__Chthonomonadales,OTU2112,7,9.68708e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__unclassified_f__Sphingomonadaceae,s__unclassified_f__Sphingomonadaceae,OTU1696,438,0.00061,88.235294117647%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Candidatus_Solibacter,s__uncultured_Acidobacteria_bacterium_g__Candidatus_Solibacter,OTU2474,21,3.0E-5,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Gemmatales,f__Gemmataceae,g__norank_f__Gemmataceae,s__uncultured_planctomycete_g__norank_f__Gemmataceae,OTU1824,118,0.00016,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Solirubrobacterales,f__67-14,g__norank_f__67-14,s__uncultured_soil_bacterium_g__norank_f__67-14,OTU1372,13,2.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__unclassified_f__Solibacteraceae_Subgroup_3,s__unclassified_f__Solibacteraceae_Subgroup_3,OTU1442,10,1.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank_c__Alphaproteobacteria,f__norank_c__Alphaproteobacteria,g__norank_c__Alphaproteobacteria,s__uncultured_Bradyrhizobiaceae_bacterium_g__norank_c__Alphaproteobacteria,OTU1552,23,3.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__unclassified_g__Reyranella,OTU1686,304,0.00042,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__norank_f__Microscillaceae,s__unclassified_g__norank_f__Microscillaceae,OTU1581,7,9.68708e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__unclassified_c__Deltaproteobacteria,f__unclassified_c__Deltaproteobacteria,g__unclassified_c__Deltaproteobacteria,s__unclassified_c__Deltaproteobacteria,OTU1451,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,o__Chthonomonadales,f__Chthonomonadaceae,g__Chthonomonas,s__unclassified_g__Chthonomonas,OTU1817,14,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae,OTU2130,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__CCM19a,f__norank_o__CCM19a,g__norank_o__CCM19a,s__uncultured_gamma_proteobacterium_g__norank_o__CCM19a,OTU1255,44,6.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__norank_c__Alphaproteobacteria,f__norank_c__Alphaproteobacteria,g__norank_c__Alphaproteobacteria,s__unclassified_g__norank_c__Alphaproteobacteria,OTU1718,169,0.00023,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__metagenome_g__norank_f__Chitinophagaceae,OTU1801,13,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,g__Amphiplicatus,s__uncultured_bacterium_g__Amphiplicatus,OTU1692,25,3.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Anaerofilum,s__uncultured_Anaerofilum_sp.,OTU2490,5,6.91934e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__metagenome_g__Gemmatimonas,OTU1399,7,9.68708e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__norank_o__NB1-j,g__norank_o__NB1-j,s__unclassified_g__norank_o__NB1-j,OTU1829,48,7.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__Candidatus_Protochlamydia,s__metagenome_g__Candidatus_Protochlamydia,OTU1701,7,9.68708e-6,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__unclassified_f__Holophagaceae,s__unclassified_f__Holophagaceae,OTU1448,45,6.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__norank_f__SC-I-84,s__unclassified_g__norank_f__SC-I-84,OTU1385,118,0.00016,58.823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__OLB14,o__norank_c__OLB14,f__norank_c__OLB14,g__norank_c__OLB14,s__unclassified_g__norank_c__OLB14,OTU1601,81,0.00011,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Entotheonellaeota,c__Entotheonellia,o__Entotheonellales,f__Entotheonellaceae,g__norank_f__Entotheonellaceae,s__uncultured_bacterium_g__norank_f__Entotheonellaceae,OTU1457,13,2.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelothrix,s__uncultured_Erysipelothrix_sp.,OTU1827,5,6.91934e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1752,177,0.00024,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__norank_f__Acetobacteraceae,s__unclassified_g__norank_f__Acetobacteraceae,OTU2523,17,2.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Gaiellales,f__norank_o__Gaiellales,g__norank_o__Gaiellales,s__uncultured_bacterium_g__norank_o__Gaiellales,OTU1697,36,5.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__unclassified_g__Pedobacter,OTU1822,458,0.00063,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_c__JG30-KF-CM66,g__norank_c__JG30-KF-CM66,s__uncultured_bacterium_g__norank_c__JG30-KF-CM66,OTU1560,114,0.00016,76.470588235294%
d__Bacteria,k__norank_d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__Vermiphilaceae,g__norank_f__Vermiphilaceae,s__unclassified_g__norank_f__Vermiphilaceae,OTU1257,45,6.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__unclassified_g__Bdellovibrio,OTU2139,6,8.30321e-6,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Paludibaculum,s__unclassified_g__Paludibaculum,OTU1743,14,2.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU1732,8,1.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio,OTU1402,115,0.00016,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__norank_o__Candidatus_Kaiserbacteria,g__norank_o__Candidatus_Kaiserbacteria,s__uncultured_bacterium_g__norank_o__Candidatus_Kaiserbacteria,OTU1491,3,4.15161e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__unclassified_g__Nocardioides,OTU1667,199,0.00028,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_c__JG30-KF-CM66,g__norank_c__JG30-KF-CM66,s__unclassified_g__norank_c__JG30-KF-CM66,OTU1835,756,0.00105,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__unclassified_f__Acetobacteraceae,s__unclassified_f__Acetobacteraceae,OTU1834,42,6.0E-5,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Obscuribacterales,f__norank_o__Obscuribacterales,g__norank_o__Obscuribacterales,s__uncultured_bacterium_g__norank_o__Obscuribacterales,OTU1758,35,5.0E-5,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Dechloromonas,s__unclassified_g__Dechloromonas,OTU2549,151,0.00021,64.705882352941%
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU1839,11,2.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__norank_f__Diplorickettsiaceae,s__unclassified_g__norank_f__Diplorickettsiaceae,OTU1458,5,6.91934e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Candidatus_Peribacteria,f__norank_o__Candidatus_Peribacteria,g__norank_o__Candidatus_Peribacteria,s__unclassified_g__norank_o__Candidatus_Peribacteria,OTU1397,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,s__unclassified_g__Pseudonocardia,OTU1572,5,6.91934e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,g__Amphiplicatus,s__uncultured_Rhizobiales_bacterium_g__Amphiplicatus,OTU1710,952,0.00132,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__norank_f__Xanthobacteraceae,s__unclassified_g__norank_f__Xanthobacteraceae,OTU1761,127,0.00018,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__metagenome_g__norank_f__Chitinophagaceae,OTU1740,11,2.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__unclassified_o__Gammaproteobacteria_Incertae_Sedis,g__Candidatus_Berkiella,s__uncultured_bacterium_g__Candidatus_Berkiella,OTU1268,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__norank_f__Anaerolineaceae,s__unclassified_g__norank_f__Anaerolineaceae,OTU2147,28,4.0E-5,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1517,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__Neochlamydia,s__uncultured_bacterium_g__Neochlamydia,OTU1850,149,0.00021,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio,OTU1868,10,1.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Gaiellales,f__Gaiellaceae,g__Gaiella,s__Gaiella_occulta,OTU1405,791,0.00109,94.117647058824%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,g__Nannocystis,s__uncultured_Myxococcales_bacterium_g__Nannocystis,OTU1669,11,2.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__SM2D12,g__norank_f__SM2D12,s__unclassified_g__norank_f__SM2D12,OTU1764,6,8.30321e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__norank_f__Saprospiraceae,s__unclassified_g__norank_f__Saprospiraceae,OTU2553,2,2.76774e-6,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__norank_f__Gemmatimonadaceae,s__metagenome_g__norank_f__Gemmatimonadaceae,OTU1853,322,0.00045,88.235294117647%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__norank_c__JG30-KF-CM66,f__norank_c__JG30-KF-CM66,g__norank_c__JG30-KF-CM66,s__uncultured_Anaerolineales_bacterium_g__norank_c__JG30-KF-CM66,OTU1473,20,3.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU1574,3,4.15161e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__OLB14,o__norank_c__OLB14,f__norank_c__OLB14,g__norank_c__OLB14,s__unclassified_g__norank_c__OLB14,OTU1717,94,0.00013,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfarculales,f__Desulfarculaceae,g__norank_f__Desulfarculaceae,s__uncultured_bacterium_g__norank_f__Desulfarculaceae,OTU1419,33,5.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU1766,44,6.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__norank_o__NB1-j,g__norank_o__NB1-j,s__metagenome_g__norank_o__NB1-j,OTU1549,24,3.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Noviherbaspirillum,s__unclassified_g__Noviherbaspirillum,OTU2151,97,0.00013,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified_f__Lachnospiraceae,s__unclassified_f__Lachnospiraceae,OTU1865,11,2.0E-5,29.411764705882%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__uncultured_bacterium_g__Bdellovibrio,OTU1417,23,3.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__unclassified_k__norank_d__Bacteria,c__unclassified_k__norank_d__Bacteria,o__unclassified_k__norank_d__Bacteria,f__unclassified_k__norank_d__Bacteria,g__unclassified_k__norank_d__Bacteria,s__unclassified_k__norank_d__Bacteria,OTU1765,25,3.0E-5,52.941176470588%
d__Bacteria,k__norank_d__Bacteria,p__Chlamydiae,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__norank_f__Simkaniaceae,s__uncultured_bacterium_g__norank_f__Simkaniaceae,OTU1281,6,8.30321e-6,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__Syntrophobacter,s__unclassified_g__Syntrophobacter,OTU2556,6,8.30321e-6,35.294117647059%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__unclassified_c__Alphaproteobacteria,f__unclassified_c__Alphaproteobacteria,g__unclassified_c__Alphaproteobacteria,s__unclassified_c__Alphaproteobacteria,OTU1773,2,2.76774e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__Peredibacter,s__metagenome_g__Peredibacter,OTU1680,7,9.68708e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caedibacterales,f__Caedibacteraceae,g__norank_f__Caedibacteraceae,s__uncultured_bacterium_g__norank_f__Caedibacteraceae,OTU1871,6,8.30321e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Nitrospirae,c__Nitrospira,o__norank_c__Nitrospira,f__norank_c__Nitrospira,g__Nitrospira,s__uncultured_Nitrospira_sp._g__Nitrospira,OTU1869,16,2.0E-5,17.647058823529%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__unclassified_c__Parcubacteria,f__unclassified_c__Parcubacteria,g__unclassified_c__Parcubacteria,s__unclassified_c__Parcubacteria,OTU1481,6,8.30321e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Acetothermia,c__Acetothermiia,o__norank_c__Acetothermiia,f__norank_c__Acetothermiia,g__norank_c__Acetothermiia,s__unclassified_g__norank_c__Acetothermiia,OTU1585,8,1.0E-5,11.764705882353%
d__Bacteria,k__norank_d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__norank_o__S085,g__norank_o__S085,s__metagenome_g__norank_o__S085,OTU1778,582,0.00081,70.588235294118%
d__Bacteria,k__norank_d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Yanofskybacteria,f__norank_o__Candidatus_Yanofskybacteria,g__norank_o__Candidatus_Yanofskybacteria,s__unclassified_g__norank_o__Candidatus_Yanofskybacteria,OTU2170,33,5.0E-5,47.058823529412%
d__Bacteria,k__norank_d__Bacteria,p__Armatimonadetes,c__Fimbriimonadia,o__Fimbriimonadales,f__Fimbriimonadaceae,g__norank_f__Fimbriimonadaceae,s__unclassified_g__norank_f__Fimbriimonadaceae,OTU1882,5,6.91934e-6,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_simplex,OTU1723,23,3.0E-5,5.8823529411765%
d__Bacteria,k__norank_d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Gaiellales,f__norank_o__Gaiellales,g__norank_o__Gaiellales,s__uncultured_bacterium_g__norank_o__Gaiellales,OTU1551,22,3.0E-5,23.529411764706%
d__Bacteria,k__norank_d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__norank_f__Chitinophagaceae,s__unclassified_g__norank_f__Chitinophagaceae,OTU1775,1119,0.00155,41.176470588235%
d__Bacteria,k__norank_d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__Sandaracinus,s__uncultured_bacterium_g__Sandaracinus,OTU2580,3,4.15161e-6,17.647058823529%
